Velocity (rpm),Current (mA),Time (ms)
3247,-23,280
3401,3512,284
3968,-12,289
3401,4240,295
3968,4219,299
3968,805,304
4464,-12,310
3968,-12,314
3968,3488,320
3759,-12,326
3968,437,330
3968,-2,334
4202,-12,338
3968,-12,343
4202,1651,348
3401,2115,353
4464,-12,358
3571,385,362
4202,-12,367
3571,1683,372
4202,-2,376
3571,-12,380
4464,2779,385
3759,31,390
3571,20,394
3571,-12,400
3968,20,405
4202,-12,410
3571,3305,415
3968,3177,419
4202,447,423
3571,-12,427
3571,1737,433
3759,770,438
4464,-12,442
4202,20,447
3968,-23,452
3571,2091,457
4762,-12,463
3968,4211,468
4464,3101,474
3968,2543,479
4202,31,484
3571,31,488
4202,1081,493
4464,1621,499
5102,-12,503
4464,2373,509
4464,4050,515
4464,385,521
3968,2287,526
3968,1952,531
4762,-12,537
4762,-12,543
4202,-12,548
3968,-12,552
4762,4144,556
4202,1898,561
4762,-786,566
5102,-12,571
4464,20,576
4762,3649,581
3968,2403,585
4762,-764,589
4762,-12,594
3968,2564,599
4202,-12,603
3968,-12,607
3968,-12,611
5102,1651,615
3968,-12,621
5495,-775,625
4762,525,629
4762,3512,633
3968,-12,638
5102,-12,643
5102,3910,649
4202,-12,654
4202,-12,658
3968,4455,662
4202,-12,668
4762,1629,673
3968,-12,679
4762,-15,684
5102,3502,689
4202,31,695
5102,837,700
4464,1653,704
4464,-689,709
5102,1887,715
5102,2577,719
4202,31,725
4464,955,731
4202,2876,735
5102,31,739
4464,1116,743
4202,3018,747
4762,-12,751
5102,-12,755
4464,3273,759
4202,396,764
5102,-12,768
4762,-12,773
3968,-12,777
5495,31,783
4762,3026,787
4202,-12,793
5102,2134,799
3968,2263,805
5102,1500,810
4762,3265,815
3968,-23,821
4762,-2,826
5102,3703,831
5102,31,837
4762,2596,841
3968,-12,847
4762,2575,853
3968,-807,858
5495,31,862
5102,2534,866
5102,2693,871
4202,20,875
5102,3459,879
3968,31,884
4464,4240,890
4762,31,896
5495,2341,901
4762,-12,905
5102,-12,909
4464,2371,914
4202,-839,919
3968,31,923
5102,-23,927
4762,-15,931
5102,20,936
4464,-12,940
4202,1901,946
4464,-12,952
4202,1114,957
4762,-12,962
5102,31,967
4762,4466,973
4202,20,979
5102,802,983
5102,4251,987
5495,1081,992
5102,-2,998
3968,1060,1003
4762,-12,1009
5102,-968,1013
5495,31,1017
4762,-12,1022
5495,136,1027
5102,2790,1031
4762,42,1035
4464,3488,1040
4762,2102,1044
4202,31,1048
5495,2521,1054
4464,20,1059
5102,3864,1065
4202,31,1070
5102,3692,1075
4202,-12,1081
4762,3230,1087
4202,3499,1092
4762,-12,1096
5102,-12,1100
4202,31,1105
4464,4229,1110
5102,-12,1115
5495,2588,1120
4762,31,1126
4762,4039,1132
4762,-12,1137
3968,-12,1141
4762,-12,1146
4464,9,1151
3968,3297,1155
4202,-12,1160
3968,-12,1165
4762,-12,1170
4464,525,1175
4762,2489,1181
5102,20,1186
5102,3381,1192
4202,31,1197
4202,837,1201
5102,-12,1205
5495,826,1210
4202,2478,1216
5102,1105,1221
4464,2929,1226
5102,-12,1231
4464,3813,1236
4762,-12,1240
5102,31,1245
5495,2846,1249
4202,-12,1253
5495,3555,1259
4464,-12,1264
5102,1092,1268
4464,3262,1272
4762,-12,1277
5102,3749,1282
5495,31,1288
5102,3964,1294
5495,-23,1300
4762,2467,1306
4464,31,1311
4464,1653,1315
4202,-12,1320
4464,3005,1325
4464,-12,1330
5102,2341,1336
4202,-23,1342
4762,3026,1348
4202,31,1354
5102,-15,1358
3968,-12,1364
4762,2137,1368
5102,2352,1372
4464,-23,1376
4762,791,1380
4202,2704,1385
4202,826,1390
4762,3523,1394
3968,-12,1398
5102,1890,1404
3968,-12,1410
4762,2790,1416
4202,42,1422
4762,-12,1428
4762,-23,1433
5495,125,1437
5495,1747,1442
5102,2363,1447
4762,2102,1452
5102,791,1457
5102,-12,1463
5495,42,1467
4762,3155,1472
4762,20,1476
5495,31,1480
5102,-12,1484
5495,1385,1490
4464,-12,1495
3968,31,1500
4464,2467,1506
5102,20,1511
5495,3015,1516
4464,1500,1520
5102,2556,1525
4762,-12,1531
4762,125,1536
4202,31,1541
4202,-23,1545
4762,-15,1549
4762,-12,1554
5102,-12,1558
4762,3993,1562
3968,-1205,1566
4464,2564,1572
4762,1051,1576
5495,1643,1582
4464,-23,1588
3968,20,1592
4464,2435,1598
4762,31,1603
4762,2373,1607
4762,20,1613
5102,-12,1619
4202,-12,1624
5102,-2,1630
4202,-12,1635
4762,2373,1640
4464,-12,1644
5102,837,1649
4762,3391,1654
5495,1855,1660
4464,2306,1665
3968,-12,1670
5102,4294,1674
3968,-12,1680
5495,1621,1684
4762,-12,1688
4202,2994,1692
4202,4036,1696
4762,-764,1700
5102,3544,1704
3968,-12,1708
5102,2126,1713
5102,2929,1718
5952,1597,1724
4464,-12,1729
5495,3005,1735
4762,-87,1740
4202,3007,1745
4762,-12,1750
5102,2567,1756
4202,31,1761
5102,4264,1767
5495,-12,1772
4762,3813,1778
4202,-12,1783
5495,2577,1788
4762,-12,1792
4202,-23,1796
4464,1962,1801
4464,20,1806
5495,-12,1811
4464,458,1817
5102,2113,1823
4464,2126,1829
5102,-12,1835
4202,3520,1841
5102,31,1847
4762,944,1853
4762,-12,1859
5952,2414,1865
4202,-12,1870
4762,3553,1876
5102,31,1881
5102,2424,1887
5102,1879,1893
4202,-12,1898
4464,1855,1903
5102,-1097,1909
4762,31,1914
4464,4071,1918
5102,480,1923
5495,3499,1928
4464,-12,1933
5102,-12,1939
4464,-12,1944
5102,-12,1950
4464,-15,1956
5102,2779,1962
5102,1105,1968
5102,-12,1974
5495,31,1978
5102,-2,1982
4202,20,1988
4762,2919,1993
4202,1396,1999
5102,-12,2005
4464,31,2009
5102,-925,2015
4464,3499,2020
4762,3512,2024
5495,2105,2030
4762,-12,2035
3968,-12,2039
5495,1339,2043
4762,-12,2049
5495,3534,2053
4762,-2,2057
5102,2567,2063
4762,3015,2067
4464,837,2071
5102,-12,2075
4202,-12,2079
4762,-12,2085
5102,-15,2091
4464,-915,2097
5102,1385,2103
4464,-2,2109
5102,-12,2114
4762,1522,2119
5102,3297,2125
3968,-12,2130
4464,2994,2135
4202,31,2141
4464,1008,2147
5102,31,2151
3968,1879,2155
4762,-2,2159
4202,-12,2163
5102,3735,2167
5495,-646,2171
4202,203,2175
5102,-12,2179
4202,-12,2183
4762,-12,2189
5495,1350,2195
4464,2070,2201
3968,2803,2207
4464,-12,2213
5495,3018,2217
4202,1855,2222
4762,2835,2227
3968,-12,2233
5102,826,2237
4762,-23,2241
5495,1632,2247
4464,-12,2253
4762,3015,2259
4464,31,2265
4762,4307,2271
4762,-334,2275
4202,2373,2279
5102,3330,2283
4464,-12,2287
4202,1371,2291
3968,-12,2296
4464,31,2301
5102,2972,2307
5495,3824,2313
4202,-23,2319
5495,1866,2325
4762,2682,2330
3968,192,2335
4762,-12,2341
3968,31,2345
5495,364,2349
4202,20,2355
5102,3781,2360
4464,31,2365
5102,3735,2371
5495,31,2377
5102,-12,2383
5495,2553,2389
4464,-915,2395
5102,2825,2401
4464,-12,2406
5495,125,2410
4762,2059,2415
5102,42,2421
4202,-2,2427
4762,1876,2433
4202,1962,2438
4762,525,2443
4464,-12,2449
5495,469,2454
4762,2919,2459
5495,20,2465
5102,3789,2470
3968,826,2476
4464,955,2481
5102,-12,2485
4202,1619,2489
4464,-2,2495
4202,2363,2500
5495,-2,2506
5102,3467,2512
4202,31,2518
4762,-2,2524
5495,-12,2529
5102,1092,2533
5102,31,2538
5495,-12,2544
4202,-12,2549
4762,4071,2555
4464,-12,2560
5102,3241,2565
4464,31,2571
5102,4297,2577
5495,-15,2583
5102,-947,2589
5495,1105,2595
5102,-2,2601
5495,1049,2607
4464,-12,2613
5495,3351,2619
4762,-1108,2624
5495,3555,2630
4762,-2,2635
4762,3297,2641
4202,-12,2647
4762,1382,2652
4464,-12,2657
4202,-12,2661
5102,-12,2667
5495,31,2671
4762,2811,2676
5495,-12,2681
5102,-12,2687
3968,-12,2692
5495,1385,2697
4464,31,2703
5102,-12,2709
4464,-23,2714
5495,998,2720
5102,-12,2726
4762,3542,2732
4464,20,2738
5102,-2,2744
4202,-23,2750
5102,3155,2756
5495,31,2761
4762,407,2766
5495,-15,2772
4464,3262,2777
4202,-12,2782
5495,3262,2787
4762,2134,2792
5495,31,2796
4464,3340,2800
4464,192,2806
5495,-12,2812
4202,-15,2818
4464,2564,2824
5102,1138,2830
3968,-2,2836
4464,2134,2842
4762,-635,2848
4464,1116,2853
4762,2156,2859
5495,1385,2865
5102,-12,2870
4202,-12,2875
4464,2919,2881
5102,-12,2885
4464,4305,2890
5102,31,2896
5495,2352,2901
4202,-12,2905
3968,1361,2910
4762,1608,2915
5102,3252,2921
4762,-1054,2927
4762,848,2932
5102,4082,2936
4202,-12,2940
5102,2610,2945
3968,31,2951
5102,2373,2956
3968,2177,2961
5495,3789,2967
4202,42,2973
4464,1643,2978
4464,-12,2982
5102,1396,2988
5102,3878,2993
4202,-2,2997
5495,-12,3003
4202,-12,3008
4762,490,3012
4762,4283,3016
4464,480,3022
5102,2835,3026
4464,-12,3030
4202,1406,3035
4762,2005,3041
5102,1664,3047
5102,1071,3053
5102,2349,3059
4202,-936,3065
4464,2857,3071
4202,-12,3077
4202,3037,3083
4202,1962,3088
3968,1406,3092
4202,1425,3098
4202,-23,3102
5495,3789,3106
4464,-12,3112
5102,2137,3116
3968,-753,3122
4202,780,3126
5495,3262,3130
4464,20,3135
4202,3319,3141
5495,-12,3146
4762,-12,3150
5102,3155,3155
5495,31,3161
5102,-12,3167
4464,125,3173
4202,-710,3179
5495,2363,3185
4762,-2,3191
5495,31,3195
4464,2091,3201
3968,3534,3207
4464,2091,3211
4202,-12,3217
3968,3284,3222
4762,20,3227
5102,4050,3233
4202,-2,3239
5102,3555,3244
4202,-12,3250
4762,1393,3255
4762,3520,3259
4202,20,3264
5102,-2,3269
3968,31,3275
4464,-12,3280
3968,31,3286
4762,998,3292
3968,-23,3298
4464,3015,3303
3968,31,3308
4762,3598,3314
4762,-2,3319
5495,1887,3324
4464,-936,3330
4762,31,3335
4762,-334,3341
4202,2384,3347
4202,-12,3353
4202,2586,3359
4762,31,3365
5102,3544,3371
5102,-12,3377
4762,136,3382
4762,4262,3386
5495,-12,3392
4762,3757,3398
5495,31,3404
4762,-23,3409
3968,-12,3413
5495,364,3419
5102,-4,3425
5495,31,3429
4464,-861,3435
5102,31,3440
4464,3886,3446
5102,31,3452
4202,1019,3458
4202,-12,3464
4762,4047,3470
4202,20,3476
4762,3609,3482
4202,-12,3488
4762,4068,3494
4202,31,3500
4762,2363,3505
4202,-2,3509
5102,4297,3515
4464,-12,3520
5102,1148,3525
3968,-205,3531
4202,31,3536
4762,-12,3541
5495,1371,3547
4762,4111,3552
4202,-2,3557
4762,-12,3563
5102,-2,3569
4464,2231,3575
5102,31,3580
4762,3037,3586
4202,31,3592
4762,2846,3597
5102,31,3603
5102,-12,3609
5102,-12,3615
5102,3005,3621
5102,1876,3626
5102,31,3630
5495,-12,3635
5102,-15,3640
5102,2835,3645
5495,848,3651
4762,4297,3656
3968,815,3662
4464,-12,3668
4202,-23,3673
4464,-23,3679
5102,-12,3685
5102,3886,3691
3968,31,3697
4464,2384,3703
4202,-12,3709
4464,4272,3715
4202,31,3721
4202,802,3725
5102,4272,3729
4762,-12,3735
5495,42,3739
4762,3373,3743
5102,1138,3749
5102,1629,3753
4762,2940,3757
4202,536,3762
5495,-12,3767
4202,-12,3772
4762,2005,3778
4762,1911,3784
4762,-12,3790
5102,3800,3796
5102,-657,3802
5102,2610,3808
5102,-12,3813
5495,2126,3819
3968,-12,3825
5495,480,3830
4762,2951,3834
4202,42,3839
4762,2610,3844
4762,-12,3848
5102,1019,3854
4762,-12,3859
3968,-12,3863
5495,3005,3868
4762,2070,3873
4762,203,3877
3968,-12,3881
4762,547,3887
5102,3585,3891
4202,31,3895
4762,1148,3900
5102,3555,3905
5102,31,3911
5102,-12,3917
5495,-12,3923
5102,4101,3929
4202,2126,3935
4762,1062,3941
4202,-12,3947
4762,1640,3952
5102,4584,3956
4202,1629,3962
3968,2596,3967
4464,3284,3971
4464,3520,3977
3968,2134,3982
5102,31,3986
4762,2158,3990
4464,31,3996
4762,1901,4001
3968,31,4007
4464,2373,4012
4202,31,4018
4464,3577,4024
4762,-12,4029
5102,2124,4033
4762,3026,4037
4464,2134,4043
4464,1008,4047
4202,-12,4051
4762,802,4056
4762,2349,4061
4464,42,4065
4762,3082,4069
4464,-2,4074
4464,42,4078
4762,4144,4084
5102,42,4090
5102,-12,4096
5495,469,4102
4202,2124,4107
5102,2779,4111
4202,2857,4116
3968,-12,4122
4464,3284,4128
4202,31,4134
5495,3598,4139
4464,-55,4145
5102,2384,4151
4464,-12,4157
5102,1887,4163
4202,4305,4168
3968,-1129,4172
4762,4058,4177
4464,-12,4182
4762,-12,4186
4202,-12,4192
5102,2843,4198
3968,2027,4204
4762,858,4210
4202,2610,4215
4464,-12,4219
4762,2846,4225
4202,-12,4230
4464,-12,4234
5102,1640,4238
4464,3907,4242
4464,31,4246
4762,547,4250
4762,4318,4254
4202,-12,4258
4202,125,4262
5102,4068,4266
4202,-882,4270
4762,480,4275
5102,4337,4279
5102,31,4283
4762,3553,4288
5102,2252,4292
4202,31,4296
4202,2338,4302
5495,-582,4307
4762,3531,4313
3968,1653,4319
4762,2631,4324
4464,-12,4328
5495,1876,4333
4762,1651,4339
5102,2373,4345
4464,-12,4350
3968,802,4354
5495,4305,4358
5102,-2,4364
5102,3520,4370
5102,20,4376
4762,-12,4382
4464,2145,4386
4762,4004,4392
3968,31,4398
4762,-2,4402
3968,-12,4408
4464,2360,4414
3968,42,4420
4464,3878,4426
4202,-12,4432
4464,4036,4438
4202,42,4444
5495,-2,4448
4464,3037,4452
5102,791,4458
5495,-12,4463
4202,-12,4468
4762,1062,4474
4464,31,4479
5102,1062,4485
4464,-4,4491
5102,31,4495
4762,-667,4501
4762,1148,4506
5102,1901,4510
5495,-12,4514
4762,2811,4518
3968,3714,4522
5495,125,4528
4762,2242,4534
5495,536,4540
4464,-2,4546
5495,4101,4552
5102,1922,4556
3968,31,4562
4464,4114,4568
5102,3219,4572
3968,-904,4576
4464,2059,4582
5102,-12,4587
5495,3005,4593
4202,-496,4598
3968,31,4602
4464,1447,4608
4762,-12,4614
5495,2596,4618
4202,-12,4624
4762,2607,4629
4762,-12,4635
5102,3520,4641
4464,1790,4646
5102,2811,4652
4202,42,4658
4762,2134,4663
4762,-689,4668
5102,1629,4674
4464,2846,4678
4464,-12,4682
4202,2811,4686
4202,-23,4692
5495,2349,4698
3968,42,4704
5495,1116,4709
4762,-23,4713
3968,31,4719
4202,3362,4724
5102,-12,4729
5495,2252,4735
4202,536,4741
4202,-12,4747
5102,1114,4753
4202,1694,4759
4762,1417,4765
3968,-12,4771
4762,1371,4777
3968,1790,4783
4464,2126,4789
3968,-12,4795
4464,125,4800
4762,3767,4804
4762,20,4809
5102,3340,4814
4762,-23,4818
5495,2349,4822
5102,1651,4827
5102,31,4832
5495,-12,4837
4464,-12,4842
4202,3061,4848
4464,-12,4854
5102,2384,4859
4464,1876,4864
4762,1138,4870
4762,-12,4876
4762,-4,4882
4762,2500,4888
5102,31,4894
4762,-2,4900
5102,4036,4906
4762,2467,4912
5102,525,4918
5102,1008,4923
4202,-12,4927
5102,2371,4931
3968,3241,4937
5495,31,4
5102,-2,8
3968,-12,12
5495,2833,16
5102,4305,20
4202,2919,24
5495,547,28
4464,1127,32
4202,-2,36
4762,-12,40
4762,3048,44
4762,3789,48
4762,31,52
5495,1030,56
4464,-12,60
4762,-2,64
5495,480,68
4464,2027,72
4202,31,76
4762,3520,82
4762,-2,86
3968,-12,90
4762,525,95
4464,2038,100
5102,125,105
4464,3362,110
4762,31,116
4762,3620,122
4202,-2,127
4762,480,132
4464,2897,137
3968,-12,142
4762,2384,147
4464,-12,151
3968,31,156
5495,203,160
4464,-12,164
4762,-12,168
4464,31,173
4464,3587,177
3968,20,182
4762,965,186
4202,-12,190
5102,-12,194
4762,480,198
4464,1909,202
5102,-839,206
4762,2822,212
4464,-12,216
5102,20,221
5495,31,225
4464,3115,229
3968,-2,233
5495,-12,237
4762,2371,241
3968,3187,245
5495,31,249
4464,1385,253
4202,-12,257
5102,-2,261
4464,3048,265
4762,9,270
3968,-12,274
5102,-15,278
4464,3563,282
4202,1941,286
5495,848,290
4762,2889,294
5102,2500,299
5495,1406,303
4464,1019,307
4202,31,312
4464,-2,317
4464,3574,321
4202,2940,325
5495,1361,330
4202,4154,334
5102,-1205,338
4202,42,342
4464,2878,346
5102,-12,350
4202,-2,354
5102,1382,358
5102,4552,362
3968,-990,366
5102,31,370
4762,-12,374
4464,-2,378
4464,20,383
4762,3577,387
3968,-2,391
5102,-12,395
4762,4165,399
3968,2886,403
5495,192,407
4762,1417,411
3968,1073,415
5495,-12,419
5102,-2,423
4762,3219,427
3968,31,431
5495,1675,435
4762,2180,439
3968,-2,443
5102,-2,447
4762,2381,451
4464,4047,455
3968,31,459
4762,20,463
4762,2868,467
4202,-2,471
4762,-2,475
5102,3510,479
3759,3939,483
5102,31,487
4762,3555,491
4762,-2,495
4202,-12,499
5102,1919,503
5102,3252,507
3968,31,511
5102,31,515
4762,2846,519
3968,-12,523
4762,802,527
4762,2618,531
3968,2500,535
5495,31,539
4762,1933,543
3968,-12,547
5102,-12,551
4762,3284,555
4464,2338,559
3968,20,563
5102,2395,567
5102,3566,571
4202,-12,575
5102,-2,579
5102,4563,583
3968,-195,587
5495,31,591
4762,1944,595
3759,-12,599
5495,-2,603
4762,802,607
4464,4294,611
5495,-882,615
5102,31,619
4762,-12,623
4202,-12,627
5102,-2,631
5102,3445,635
3968,2177,639
5102,31,643
4762,417,647
3968,-2,651
5495,480,655
4762,4294,659
3968,-904,663
5495,31,667
4762,1030,671
3968,-2,675
5102,-15,679
4762,2822,683
4202,2489,687
5495,31,691
4762,2610,695
4762,-2,699
3968,-12,703
5495,2134,707
4762,3166,711
3968,20,715
5102,848,719
4464,-2,723
3968,-12,727
5102,-15,731
4762,3821,735
3968,2005,739
5495,31,743
4464,944,747
4202,-12,751
5102,-12,755
4464,3037,759
4762,2328,763
3968,31,767
5102,2857,771
4464,-12,775
3968,-2,779
5102,1092,783
4762,3316,787
3968,31,791
5495,1148,795
4464,407,799
4202,-12,803
5102,-4,807
4464,4315,811
4202,1962,815
5102,42,819
4464,3373,823
4464,-2,827
3968,-2,831
5495,1898,835
4762,1995,839
3968,-119,843
5495,42,847
4464,-12,851
4202,-2,855
5102,-2,859
4464,2833,863
4762,3209,867
4202,31,871
5495,848,875
4762,1019,879
4762,31,884
4464,192,888
4762,3856,892
5102,-2,896
3968,-2,900
5102,3058,904
5102,2489,908
3968,20,912
5102,1901,916
4202,2134,921
3968,31,925
5495,1901,929
4762,-2,933
3968,-12,937
5102,2134,941
4762,3585,945
4202,-1183,949
5102,31,953
4762,4103,957
4202,-2,961
5495,-12,965
4762,3295,969
4762,2725,973
3968,31,977
5495,2868,981
4762,-12,985
3968,-2,989
5102,1629,993
4464,3767,997
3968,31,1001
5102,31,1005
4464,396,1009
3968,-12,1013
5102,-12,1017
4762,3295,1021
4202,-753,1025
5495,31,1029
4762,3104,1033
5102,-2,1037
3968,-2,1041
5102,1619,1045
4762,3789,1049
3968,31,1053
5495,1406,1057
4464,-12,1061
4202,-2,1065
5102,480,1069
4464,396,1074
3968,-12,1078
4762,136,1082
4762,3273,1086
4762,1726,1090
3968,31,1094
4464,2878,1098
4202,-2,1102
5495,-2,1106
4464,1876,1110
4202,2929,1114
4762,31,1118
4464,1127,1122
4464,396,1126
4202,-2,1130
5102,3305,1135
4762,1008,1139
3968,-12,1143
5495,-12,1147
4464,2381,1151
4762,3187,1155
3968,20,1159
5102,1127,1163
4762,2620,1167
3968,-12,1171
5102,480,1175
4762,3553,1179
3968,2435,1183
5495,31,1187
4762,2900,1191
5102,-12,1195
3968,-2,1199
5102,-12,1203
5102,1393,1207
3968,-786,1211
5495,31,1215
4762,1944,1219
4762,-2,1223
4202,-2,1227
5102,1393,1231
5102,4036,1235
3968,1952,1239
4762,31,1243
4762,2868,1247
4464,-2,1251
4202,-2,1255
4762,-15,1259
4762,3810,1263
4202,1425,1267
4762,31,1271
5102,2406,1275
4464,-12,1279
4202,-2,1283
4762,802,1287
4762,3574,1291
4464,1672,1295
4762,31,1299
5102,42,1303
4464,-12,1307
4202,-2,1311
5495,2392,1315
4762,4326,1319
4202,2145,1323
5102,31,1327
4464,2620,1331
4762,-12,1335
5102,2158,1340
4464,-12,1344
4202,-12,1348
4762,-12,1352
4464,-2,1358
4202,490,1364
5495,3348,1370
4464,31,1376
5102,1138,1381
4464,1726,1387
5102,31,1393
4464,3125,1398
4202,20,1404
5102,3598,1410
4762,-12,1415
4464,-12,1419
4464,3136,1425
3968,-12,1430
3968,-12,1434
4762,-12,1440
4762,-23,1446
5102,3305,1452
4762,31,1458
5495,-12,1462
4762,-12,1468
3968,-12,1474
4762,4068,1480
4762,31,1486
5102,3383,1492
5102,-12,1498
5495,1640,1504
5102,2317,1510
3968,192,1516
4762,3351,1521
3968,31,1526
5102,3058,1532
3968,-786,1538
4202,-12,1542
4464,-12,1548
4464,-44,1552
4464,2607,1558
3968,2220,1564
4202,-12,1568
4762,2854,1573
3968,-958,1579
4762,192,1584
4762,3005,1590
4464,31,1596
5102,2381,1600
4464,2081,1604
4464,-2,1610
5102,2158,1614
4464,-2,1618
4464,-12,1622
5102,4307,1628
4464,1436,1632
4464,2629,1638
4762,1406,1644
4202,-12,1648
5102,136,1652
4464,-12,1657
4762,31,1662
5102,4305,1667
4464,-12,1672
4762,20,1677
5495,-12,1682
4464,-2,1688
5102,3778,1694
4464,-1,1700
3968,1675,1705
4464,-12,1709
4464,20,1715
5495,3082,1721
4202,-12,1726
4202,-2,1730
5495,2134,1734
4464,3005,1738
4202,42,1742
5102,1922,1746
4464,1008,1750
4762,2048,1755
5495,2169,1759
4464,2897,1764
3968,-474,1768
5495,31,1772
4464,3598,1776
4762,-12,1780
3968,-2,1784
5102,1371,1788
4464,1973,1792
3968,791,1798
5102,2027,1804
3968,536,1810
5495,1911,1815
4202,-796,1821
5495,3609,1827
4762,1812,1832
3968,536,1838
4202,-2,1843
4202,-2,1848
4762,2833,1854
4202,192,1860
3968,-12,1864
5102,2392,1868
3968,-12,1874
4762,1382,1880
4202,2672,1886
5495,-2,1890
5102,-2,1894
4762,3295,1898
5102,42,1902
4762,2395,1906
4762,2427,1910
3968,-2,1914
5495,791,1918
4762,4305,1922
5102,2124,1927
3968,1406,1932
4762,31,1938
3968,-34,1943
4762,192,1947
4762,1428,1951
3968,417,1955
5102,-2,1959
5102,136,1963
5102,2403,1967
4464,-12,1972
4762,2134,1976
3968,-12,1982
4762,2586,1988
3968,-925,1993
5102,-12,1998
4762,-12,2003
3968,-12,2007
5102,1371,2011
4762,4307,2016
4762,-12,2020
4202,3800,2025
5102,20,2031
5495,31,2036
4762,2180,2040
3968,-23,2045
5495,31,2049
4762,2868,2053
4762,-12,2057
3968,31,2062
4762,4272,2068
3968,31,2074
4464,1686,2079
5102,-12,2083
4202,31,2088
4762,2618,2093
5102,-12,2098
5102,536,2104
4762,-12,2109
4202,-12,2113
5102,-12,2117
4762,-12,2122
5102,31,2127
4762,1148,2131
4762,-12,2135
4202,848,2141
4762,2406,2146
3968,-796,2151
4762,-12,2156
5102,-12,2162
5102,-12,2168
3968,3993,2174
3968,31,2180
5102,-12,2186
4762,3585,2190
4762,802,2195
5102,-2,2200
4762,-12,2204
4762,-2,2208
5102,-12,2213
5495,20,2218
4762,1417,2222
3968,2457,2227
4202,2384,2232
4762,1382,2236
3968,1866,2240
5102,-2,2245
3968,3093,2250
3968,-77,2255
4762,2618,2261
3968,-775,2267
4464,1428,2272
5102,4541,2277
5495,-12,2282
5102,1148,2287
3968,2371,2293
4202,-2,2297
5102,2156,2301
3759,-12,2307
4762,2392,2313
3968,1887,2319
5102,31,2325
4762,813,2329
3968,-12,2335
4762,2381,2341
4762,3587,2345
4202,-12,2349
4762,2620,2355
4202,-12,2361
5102,1393,2367
3968,3082,2371
5102,-12,2375
5102,-2,2379
4762,2381,2383
4202,2747,2387
4762,-23,2391
5102,1138,2395
4464,-2,2399
4762,2317,2404
4762,2395,2408
4464,3896,2413
4762,31,2418
5102,2384,2423
4202,31,2429
5102,20,2434
4464,3577,2438
4202,1651,2443
4762,2618,2449
4464,3373,2453
4464,-12,2457
5102,2620,2462
4464,3510,2467
5102,136,2473
4464,2435,2479
4762,-12,2483
5102,2620,2489
4202,-12,2495
4202,31,2499
5102,848,2503
4762,1019,2507
3968,-2,2511
5495,125,2515
4762,4079,2519
3968,2124,2523
5495,848,2527
4464,3587,2531
4762,-12,2535
3968,-2,2539
4202,2360,2543
4762,2489,2547
5102,31,2551
4464,2846,2555
5102,2338,2560
4202,525,2564
4762,-2,2568
4464,536,2574
4762,3308,2579
4202,20,2584
5102,-12,2589
4464,4101,2593
5102,-2,2598
5102,-12,2604
4202,-12,2609
4762,2406,2615
4202,-2,2621
4202,-882,2625
4762,3574,2631
5102,31,2637
5102,396,2643
4202,-2,2649
3968,-12,2654
4762,2736,2658
4464,31,2663
5102,3577,2668
4762,3824,2672
4762,-12,2676
4762,2371,2680
4464,-12,2685
4762,-12,2689
5102,813,2693
3968,-721,2697
4762,20,2701
5102,31,2705
4464,-12,2709
4202,-2,2713
4202,2392,2717
4762,2747,2722
4202,31,2728
4762,31,2733
4464,-12,2738
4202,1393,2743
5102,-12,2748
4202,20,2754
5102,2620,2759
4202,2231,2764
4202,31,2768
4762,3800,2774
4464,4090,2779
4762,2134,2783
3968,31,2787
4464,-1,2793
5102,31,2798
5495,3929,2803
4202,-12,2808
3968,1933,2814
4202,-12,2819
3968,20,2824
4464,3058,2830
4202,-700,2836
4762,31,2841
5102,-12,2846
5102,-2,2852
5495,3316,2858
3968,-764,2864
4464,3362,2870
5102,490,2874
5495,-2,2880
4464,2865,2885
5102,-12,2891
5495,136,2897
3968,136,2902
4762,3037,2906
4464,20,2910
4762,31,2916
5102,31,2922
4762,3845,2928
3968,-2,2933
5102,31,2939
5102,-12,2945
4202,2929,2949
4762,31,2953
4464,4101,2958
4464,-12,2963
5102,848,2968
5102,2489,2974
4762,2038,2979
3968,1922,2983
4202,2263,2988
5102,-2,2993
5102,2868,2998
4464,1661,3004
5102,-786,3009
4464,4348,3014
4202,-12,3020
4464,-2,3025
4464,1404,3029
4762,-990,3033
5495,2392,3039
4762,3757,3044
4762,-2,3050
4464,2843,3055
4762,2618,3059
4202,-2,3064
4762,4350,3070
3968,-2,3076
4464,2156,3082
3759,2392,3087
4464,31,3092
4762,4307,3098
4762,-2,3104
4762,3048,3110
3968,1653,3116
4202,1651,3121
4762,192,3125
4202,20,3131
4762,3835,3137
4762,-12,3143
4762,-2,3148
5102,813,3152
4464,1704,3157
4202,31,3162
5495,848,3166
4464,-12,3170
4762,31,3176
5102,3305,3180
4202,-12,3186
5102,31,3190
4464,203,3194
4762,1675,3198
4762,-12,3202
5102,2158,3208
4464,-12,3214
5495,791,3220
4464,2897,3226
3968,31,3232
4762,1019,3238
4202,-12,3244
4762,2854,3250
3968,2381,3255
3968,136,3261
4762,3746,3267
3968,2510,3272
4202,20,3276
4762,3104,3280
3968,2016,3285
4762,1919,3291
4762,2414,3297
5102,-1,3302
4202,3351,3307
5495,-12,3312
5102,31,3317
5102,2629,3322
4464,2478,3326
4762,-152,3330
5102,2629,3335
4464,-12,3340
4762,31,3345
5495,2169,3349
4464,-796,3355
