Velocity (rpm),Current (mA),Time (ms)
4202,31,3360
4762,4283,3366
4202,31,3372
4464,2631,3378
4464,3821,3382
4762,-12,3388
4464,2145,3393
4762,2629,3397
4762,31,3401
5495,4326,3407
4762,2416,3411
3968,-12,3415
5102,4103,3421
5102,-12,3427
5495,2145,3433
4762,-710,3439
3968,192,3445
4202,-12,3451
5495,-2,3457
4762,3531,3463
4762,20,3469
4202,1686,3474
4762,3596,3480
4464,31,3486
3968,-12,3490
4464,-12,3496
4762,1651,3500
3968,20,3504
5495,2868,3508
4464,31,3514
4762,547,3519
4464,-2,3524
4762,-12,3530
4464,4283,3536
4202,31,3542
5102,-12,3548
4464,-12,3554
5102,802,3560
4464,2886,3566
4762,-12,3570
4202,-12,3574
4762,2478,3579
5102,20,3585
4464,3394,3591
3968,4350,3596
4464,-12,3600
4762,2201,3606
4762,4340,3611
4202,-12,3615
4762,1124,3619
4762,3069,3623
4464,-12,3628
4202,-12,3632
4762,4315,3636
4762,31,3641
4202,-2,3645
4762,4361,3651
4202,-12,3656
5102,1148,3662
4464,-12,3668
3968,-2,3674
4464,3069,3680
4202,-775,3686
5495,1382,3691
4202,1995,3697
5102,31,3702
4762,31,3706
4762,2371,3712
5495,20,3718
4762,-12,3724
3968,-2,3729
4762,2889,3734
5102,4530,3739
4202,-743,3743
4464,3821,3749
3968,31,3755
4762,2406,3761
3968,-12,3767
5102,802,3773
4762,3187,3779
4464,-12,3783
4762,2631,3789
5102,2972,3793
4464,31,3797
4762,2629,3803
4202,-624,3809
4464,-2,3813
5102,2166,3817
4202,-12,3823
4762,-12,3829
4762,4068,3835
4464,31,3841
3968,-12,3845
4464,-2,3851
3968,-2,3857
4202,31,3861
4762,2180,3865
3968,31,3871
4464,2406,3877
3968,-2,3883
5495,-2,3888
4762,1073,3894
4762,-12,3900
4762,1930,3906
4762,1866,3912
4202,1686,3918
5102,536,3923
3968,31,3929
4464,1686,3935
4464,-12,3941
4762,-12,3947
5495,31,3951
5102,-12,3955
4202,-12,3959
5102,2414,3964
4464,3209,3970
3968,20,3976
5495,20,3981
4762,2191,3985
4762,-12,3989
3968,-23,3993
4762,1404,3997
3968,-12,4003
5102,-23,4009
5102,3104,4013
3968,1683,4019
4762,2201,4025
5102,2403,4029
4202,-12,4035
4762,802,4040
3968,-12,4
5495,-12,8
4762,2962,12
4202,2274,16
5495,3888,21
4464,1661,25
3968,31,29
5102,1866,33
5102,3147,37
3968,3724,42
5495,-12,48
4762,4541,54
3968,31,59
4762,2414,65
4762,2005,71
4202,4146,77
4762,1439,82
5495,1030,86
4202,-12,90
4762,-2,94
5102,-2,98
5102,3316,102
5102,2704,106
3968,31,110
5102,837,114
4762,4114,118
4762,-12,122
4762,1933,127
4762,2005,133
3968,1417,139
4762,-12,143
5102,-12,148
5102,42,154
5102,4082,160
4202,-12,166
4762,-12,171
4762,4369,175
4464,-12,181
4762,2854,187
4762,1726,192
4202,-12,198
4464,3843,204
4202,1995,210
5102,3609,216
4762,823,220
4762,3091,224
5495,-2,229
4464,2663,234
4762,3714,239
4202,-12,244
4762,42,249
4762,1073,253
4464,42,258
4762,-12,263
5495,-12,269
5102,-12,274
4762,31,279
5495,3209,284
4202,31,289
4762,2631,295
4762,-2,300
3968,31,306
4464,3136,311
4762,-463,317
5102,203,322
4464,1414,327
4762,4595,331
3968,-12,336
5102,1954,341
4762,3373,345
4464,-12,349
4202,1170,354
4762,1919,359
4464,1694,363
4202,136,368
4762,3362,373
4464,-2,377
4202,31,382
4464,2403,387
4762,2994,391
3968,31,395
5495,869,399
4202,2843,404
3968,-12,409
3968,1675,415
4202,-12,420
3968,-12,424
5102,31,429
4762,1449,433
4762,3598,437
3968,-12,441
4202,1114,445
4464,-12,451
4464,2661,455
4202,42,459
4762,4348,465
4202,-12,469
4202,203,475
4464,-12,481
4762,-12,487
4464,1919,493
4202,3338,498
3968,-12,504
5102,2166,509
4202,-12,515
5495,-12,520
5102,1954,525
3968,2510,531
5102,42,537
5102,3587,542
4202,1019,546
4464,-12,550
5102,1686,555
3968,2878,559
4464,-12,563
4762,-12,567
4464,3069,571
4464,396,576
5102,-2,580
5495,2631,585
4762,-2,589
4464,-12,593
4464,501,597
4464,3810,601
4202,-12,606
5495,31,611
4762,3596,617
5102,42,622
5102,1393,627
4202,-12,632
3968,42,637
4464,1941,643
3968,2564,649
4202,-12,653
4202,-12,657
5495,136,661
4464,802,665
4464,2779,669
4762,1651,674
4464,1041,679
4202,3434,684
4762,-818,688
5102,2865,693
4202,3821,697
5102,31,701
4464,31,705
4464,2663,709
3968,-12,713
5102,-12,717
4762,-15,721
5102,3069,725
3968,4122,729
5102,31,733
4762,858,737
4464,4125,741
4202,31,747
5102,501,751
4464,3800,755
4464,-12,760
4762,501,765
4464,2714,771
4762,31,777
4464,3383,782
4762,2564,787
5102,-12,792
5102,136,796
4464,-12,802
4464,1909,808
4464,2381,814
3968,1933,820
5102,-12,824
4762,3821,828
3968,-12,834
4762,3327,840
4762,3800,845
5102,-12,851
5102,3305,857
4202,-12,861
5102,-12,865
3968,-2,869
5102,2865,873
4464,-388,877
5102,203,882
5495,385,887
4202,-12,891
4762,-2,895
3968,-12,899
5102,3069,903
4762,2962,907
5495,42,912
4762,-2,916
4762,2704,921
5495,42,927
4464,3125,933
3968,-12,938
4202,42,943
4762,4025,949
3968,31,955
4762,1449,960
4762,3048,965
4202,-12,971
5102,-15,976
4464,2714,980
4202,-12,985
5102,31,990
4202,2682,995
3968,-12,1001
5102,-12,1006
4464,3262,1011
3759,-1162,1016
5102,2629,1022
4762,2929,1027
3968,-12,1033
4202,31,1037
5102,547,1041
4762,-12,1046
4202,1425,1052
4202,3896,1057
4464,-2,1063
5102,858,1067
4762,4348,1072
4464,-2,1077
5102,42,1082
5102,965,1086
4762,-12,1090
3968,1159,1096
4762,-2,1102
5102,-12,1108
5102,-15,1113
4762,3499,1117
3968,-12,1122
4202,42,1127
4762,4520,1132
4762,-12,1137
4762,31,1142
5102,3939,1147
4202,-12,1152
4202,3104,1158
4762,1909,1162
4762,-732,1166
3968,813,1172
5102,1019,1176
4464,-12,1180
5102,31,1185
3968,490,1190
4762,3510,1194
5102,-2,1199
5102,203,1204
4202,2865,1209
3968,-12,1214
4202,42,1219
4762,1159,1223
3968,-689,1228
5102,3950,1234
4464,4573,1240
5102,42,1246
4762,3598,1252
4202,-12,1258
4762,1124,1264
5102,-12,1269
4202,-12,1275
5495,490,1280
4762,2392,1284
5102,4133,1288
5495,813,1294
4762,2427,1298
4762,-2,1302
3968,-2,1306
4464,3910,1312
3968,-12,1317
4202,31,1322
4762,4315,1328
3968,4369,1333
4464,1436,1337
4762,42,1341
4464,4393,1345
4202,1715,1350
4762,42,1354
4762,-15,1359
5102,2038,1363
3968,-12,1368
4464,490,1372
5102,3080,1376
4762,2521,1380
5102,-12,1385
5102,848,1390
5102,3125,1394
4762,-12,1398
4202,-12,1402
4762,1414,1406
4762,3284,1410
5495,-23,1416
4762,3789,1421
4464,-12,1427
4762,2403,1433
3968,4047,1438
4464,1533,1442
5102,1683,1448
4202,3373,1452
4464,-12,1456
5102,-12,1460
5495,1909,1464
4464,-12,1469
3968,42,1474
4464,31,1478
4464,2663,1482
3968,-12,1486
4464,-23,1490
4762,-12,1494
5102,4337,1498
4762,2166,1502
4464,3563,1506
4202,42,1510
4762,1707,1514
4464,2169,1518
5102,-12,1522
5102,-12,1526
4464,4369,1530
4202,3939,1534
5102,-12,1540
4464,536,1544
4762,2427,1548
4762,-12,1552
5495,-12,1556
4762,1909,1560
5102,4133,1564
5495,-12,1570
4464,1439,1574
4202,2575,1580
5102,-12,1584
4464,3373,1590
3968,1780,1594
5495,42,1598
4762,2639,1604
4202,1952,1610
4762,-2,1614
4762,3362,1620
4202,-12,1625
4202,-12,1629
5102,1661,1634
4464,3209,1639
5102,-12,1644
4762,2889,1650
4464,-23,1656
4202,31,1660
4464,3563,1666
3968,2166,1671
4762,490,1676
4464,-12,1682
3968,-12,1687
5102,1696,1692
4762,3832,1698
3968,42,1704
3968,-12,1708
5102,3295,1712
4202,-12,1718
5102,2392,1724
4202,1909,1730
4762,42,1735
5495,42,1739
4464,-12,1744
5102,-12,1750
4464,3853,1756
4202,-44,1762
5495,31,1767
4762,858,1771
4762,-12,1776
5495,-12,1782
4762,3327,1788
3968,-689,1794
5102,136,1798
4762,3587,1804
4202,-12,1810
4762,823,1816
4464,2736,1822
4202,42,1828
4464,3125,1834
4202,-2,1840
5495,31,1844
4464,1008,1848
4202,1973,1854
5102,42,1859
4762,1954,1863
4762,-12,1867
3968,-2,1871
5102,490,1875
5102,3284,1879
3968,2295,1883
4464,1640,1888
5102,4552,1892
3759,-12,1898
4762,2156,1904
4762,2156,1910
4762,31,1916
5102,417,1922
4202,-12,1928
5102,4358,1934
4464,1619,1940
4464,2416,1946
3968,2900,1951
4464,-517,1957
5102,1439,1963
4762,-12,1969
5102,-2,1975
4464,3305,1981
4762,3598,1985
3968,-12,1989
4202,2663,1995
4762,-12,2001
5102,-2,2007
4762,2188,2012
4762,-12,2018
4762,1930,2024
3968,3843,2030
4202,-700,2036
5102,-12,2042
4762,-12,2048
5102,2166,2054
4464,2639,2059
4762,-12,2065
5102,802,2071
4464,3767,2077
5102,31,2083
4464,4092,2089
4762,2177,2093
5495,-12,2099
4762,1124,2104
4464,2156,2108
4464,3596,2112
5102,2177,2118
4762,3856,2123
4202,-12,2129
5102,490,2134
4464,-2,2140
3968,-12,2145
4464,858,2150
4762,4326,2155
5102,-12,2161
4762,1393,2166
5102,3069,2170
3968,-12,2176
4762,2854,2182
4202,1019,2186
4202,-12,2190
4762,-2,2194
5102,2618,2198
4762,2725,2202
4464,-66,2206
3968,214,2210
5495,3609,2214
4762,-12,2218
3968,-2,2222
5102,1909,2226
4464,3563,2230
4762,-1076,2234
3759,42,2238
5102,3362,2242
4202,-2,2246
3968,-2,2250
5495,1393,2254
4762,4573,2258
5102,2102,2262
3968,42,2266
4762,2900,2270
4762,-12,2274
4464,-12,2278
4464,2639,2282
4762,-12,2287
4202,-12,2291
4202,-15,2295
4762,4361,2300
3968,42,2306
4762,-12,2310
5102,2188,2314
4464,-12,2320
4202,42,2324
4762,3800,2330
4464,-377,2336
3968,42,2341
5102,2631,2345
4202,1962,2351
5102,848,2357
4762,-12,2363
3968,-12,2368
5102,3158,2374
4762,-12,2380
4202,-12,2385
4464,-12,2389
4762,4350,2394
3968,-2,2399
4762,1124,2405
4762,2478,2411
4464,-12,2415
3968,-12,2419
5102,501,2423
4762,3563,2427
4762,2564,2431
5102,42,2435
5102,1417,2439
4762,3888,2443
5102,-12,2447
3968,-12,2451
5102,3305,2455
3968,-12,2461
5102,1393,2467
4464,3241,2473
5102,31,2479
4762,3383,2485
3968,-2,2491
4202,31,2495
5102,3845,2500
4464,-12,2506
3968,1414,2512
4762,2048,2518
4202,31,2523
3759,31,2527
4202,2983,2533
4762,31,2539
4464,3373,2545
4202,-2,2551
5495,1103,2557
4762,4165,2563
3968,9,2568
5102,136,2573
4762,3155,2578
5102,31,2584
5102,3835,2590
4762,-2,2596
4202,-12,2601
5102,3262,2606
4202,31,2612
4762,2642,2618
4464,-12,2624
3968,2629,2630
5495,1933,2634
4464,1661,2640
3759,31,2645
4202,2865,2651
3968,2048,2657
5102,31,2662
4762,1170,2666
4762,4350,2670
3968,31,2676
4762,3136,2682
4464,-12,2688
4202,-2,2693
3968,-15,2697
5495,2016,2702
4202,31,2708
5102,-12,2712
4762,2650,2716
4762,2274,2720
5102,-15,2726
4464,3832,2732
3968,-1076,2738
4464,-2,2742
4464,3373,2748
4202,-12,2754
4762,-12,2760
5102,3832,2766
4202,1919,2772
3968,1417,2778
4762,396,2784
4762,-2,2790
4202,2166,2796
3968,2736,2802
4464,31,2808
4762,3609,2814
4464,2865,2818
4762,2725,2822
4202,31,2826
5102,1393,2831
4464,-12,2837
4762,-12,2842
4464,1686,2847
4202,1909,2853
5102,3125,2859
4762,2878,2864
4762,-12,2868
5102,2406,2874
4762,4350,2880
5102,-12,2886
4464,1135,2892
3968,-732,2898
4762,547,2904
5102,1073,2910
4464,-12,2916
5102,1919,2922
5102,1428,2926
4762,-12,2930
3759,-12,2934
5495,-15,2938
4762,1930,2942
5102,4552,2946
4202,1103,2952
4762,2653,2956
4762,-12,2960
3968,837,2966
4762,-12,2972
4464,-12,2978
4464,2661,2984
4762,3327,2989
4762,2532,2993
3968,1159,2998
5495,2865,3002
4762,-2,3008
3968,802,3013
4464,374,3018
4762,31,3024
5495,2416,3030
4464,3574,3034
4464,31,3039
4464,1933,3045
4762,-12,3050
4202,-2,3054
4202,-12,3058
4762,4576,3063
3968,-2,3067
5102,31,3072
5102,2416,3076
4202,31,3082
5102,2653,3088
5102,4573,3092
4464,1436,3097
4762,536,3103
3968,-12,3109
4202,-2,3115
5102,2403,3121
5102,2446,3126
4202,-872,3130
5495,3832,3136
4202,3209,3141
3968,813,3147
5102,3456,3153
4202,31,3159
4762,3158,3165
3968,-12,3171
4202,-12,3176
4762,136,3180
4202,-2,3186
4464,2048,3190
4762,2876,3196
3968,42,3202
4762,-2,3207
4464,3810,3213
4202,-872,3219
3968,1138,3225
4762,-2,3230
3968,-2,3234
5495,-4,3238
4762,136,3242
4464,-12,3248
4464,-700,3252
4202,31,3256
5102,1944,3260
4464,-2,3264
4202,-12,3268
4202,-2,3272
5495,2156,3276
4202,-12,3281
4762,1114,3285
4762,2406,3290
4202,1876,3295
3968,1952,3299
5102,858,3303
4464,-936,3309
3968,1148,3315
4202,-12,3321
5102,-12,3327
4464,3553,3333
3968,2180,3339
3968,-12,3343
4762,480,3347
5102,1414,3351
4202,2478,3355
4202,1704,3359
4762,31,3363
4762,2169,3367
3968,-12,3371
5102,-12,3375
5102,3104,3380
3968,2156,3385
4202,31,3389
4464,3467,3395
5102,1694,3400
5102,1404,3406
4464,1898,3412
4202,-764,3417
5102,31,3421
4762,4157,3425
4202,20,3431
4464,848,3436
5102,192,3440
4762,-12,3444
4762,31,3450
4464,2642,3455
3759,-850,3461
4762,-539,3466
4202,4372,3471
3968,-12,3477
4762,1683,3483
4202,2478,3489
5102,31,3495
5495,-2,3499
4464,-2,3505
5102,-12,3510
5495,2889,3516
4202,-2,3522
4464,-2,3527
5102,2854,3531
4762,2338,3535
5495,4391,3541
4762,4616,3547
3968,4326,3552
5102,-12,3557
4762,3845,3563
3968,-2,3569
4464,-2,3574
4762,-12,3580
4202,136,3586
5102,136,3591
4202,-2,3597
5102,3832,3603
5495,848,3607
4464,-12,3612
4762,-12,3618
4202,4068,3623
4762,4144,3627
3968,31,3631
4202,4133,3637
3968,-786,3643
5102,-2,3649
4762,-4,3653
4762,2145,3658
4202,1148,3664
5102,2642,3669
4464,-12,3673
4464,-2,3677
3968,-2,3681
5495,490,3685
4202,1855,3689
5102,31,3694
5102,374,3699
4202,-1108,3705
5102,1148,3711
5102,802,3715
4202,1887,3719
5495,31,3723
4202,2639,3729
3968,2392,3735
4464,-2,3739
4464,-2,3743
5102,-2,3749
4202,-2,3755
3968,813,3760
5495,136,3764
4464,-34,3769
4762,31,3774
4762,3037,3780
4202,31,3786
4464,31,3791
5102,-12,3796
4202,-2,3802
5102,2414,3808
5102,2145,3814
5102,3125,3820
4762,-12,3824
4762,-12,3830
4202,-2,3835
4762,-2,3839
4464,2038,3844
4762,1965,3850
3968,-2,3855
4202,-2,3859
4762,214,3865
4464,4111,3869
4202,1833,3873
5102,-12,3879
4762,1148,3883
5102,3867,3887
4762,-2,3892
4464,802,3897
5102,3080,3901
3968,-2,3907
4464,802,3912
5102,-2,3918
5102,136,3924
4202,1930,3929
4762,-560,3934
4464,1686,3940
3968,-2,3946
5495,-12,3952
4762,3477,3958
4464,-12,3962
4762,42,3968
4762,396,3974
4464,-2,3980
4762,802,3986
4202,2919,3992
4762,31,3998
4464,385,4004
4762,136,4008
5102,3295,4012
4202,536,4017
3968,407,4023
3968,-12,4029
4762,2371,4035
5495,3104,4039
4202,-12,4043
4762,1159,4049
4762,3209,4054
5102,31,4060
4762,-12,4066
4202,-12,4072
5102,1103,4078
4202,2725,4084
5102,31,4090
4464,3125,4096
3968,-2,4102
5495,802,4108
4202,2629,4113
4762,31,4118
4464,1675,4124
3968,3351,4129
4762,-2,4133
4464,1114,4138
4202,2650,4143
4464,-710,4147
4762,-2,4153
4464,4348,4159
4202,9,4165
5102,1686,4171
4464,-2,4177
5102,-12,4182
5102,3125,4187
4202,-2,4192
5102,125,4198
4464,3843,4204
5495,31,4210
4464,3867,4216
3968,417,4221
4464,-12,4226
4464,4552,4232
3968,31,4238
4762,2642,4244
3759,-2,4249
4202,-12,4253
4202,-12,4257
4762,2929,4262
5102,31,4268
4762,2414,4273
4464,1887,4279
4762,31,4285
4464,-12,4291
4202,136,4297
5495,4283,4303
4464,2134,4309
5102,203,4315
4762,-12,4320
3968,31,4326
4464,31,4331
4464,1954,4335
3759,-947,4340
5495,813,4346
4762,3499,4352
5495,31,4358
4202,-12,4362
5102,1661,4366
4464,2177,4371
4202,31,4376
4762,4401,4382
4202,31,4388
4762,1417,4394
4202,-12,4400
5102,802,4406
4464,2629,4412
5102,31,4418
4202,2158,4423
4762,1651,4429
3968,1933,4435
4762,2180,4440
4762,-2,4445
5495,2629,4451
4762,2274,4457
4202,42,4463
4762,-2,4469
4202,3918,4473
5102,1404,4479
4762,4058,4484
4464,2424,4488
4464,31,4492
4762,3789,4498
4202,-12,4502
5102,813,4506
4762,4058,4511
4202,1404,4516
4202,-603,4520
5495,42,4524
4202,3362,4528
4762,-12,4532
4762,3093,4538
4202,-12,4544
4464,-12,4549
4464,2908,4554
4202,20,4560
4762,4092,4566
4202,-12,4572
5495,3542,4578
5102,2416,4582
4202,31,4588
4464,1138,4593
4762,1833,4599
4762,1138,4605
4202,3115,4610
4762,-12,4614
3968,802,4619
3968,3531,4624
3759,-2,4630
4762,2865,4636
3759,1930,4642
5102,1148,4648
4762,-12,4654
4464,2070,4658
4202,2416,4662
4762,2714,4668
5102,-2,4672
4762,1909,4676
4762,-2,4682
5102,-12,4687
5102,2843,4692
3968,-700,4698
4762,1428,4704
4762,-2,4710
5102,3069,4716
4762,4294,4722
